fus_acq,aud_acq,fus_ext,aud_ext,fus_tes,aud_tes
-0.557606540997424,0.15658895610895,-0.457473088693743,0.562787050602746,-0.480755197395826,0.191318577130926
-0.141183472298259,0.0768639105496896,0.664707568984511,1.327529696305,0.526308729318856,0.189558064072987
0.155955406901442,-0.512398620471093,-0.609888568185653,-0.515767927744988,0.149493589754755,0.0733633841066051
0.486047235177911,0.263475070929849,0.440513051854436,0.196376468604472,-0.0478700532206415,0.329537439397597
-0.253974387301986,0.0687139874031716,0.591827005440781,0.670036193569635,-0.429438280272763,-0.0845890028352344
0.827398842030019,1.05706020090848,-0.0270585178254733,-0.240424685386291,0.266703721729413,0.259005690513553
-0.00769705826569629,0.600582145950213,0.376319196180045,-0.337564838423062,-0.0966341969276492,0.300385938692849
0.840322289176457,-0.0106293679357324,0.322193474477363,0.0135719532988218,-0.148453146007755,0.147168482052426
0.288163181630668,-0.0465001826945036,-0.0798101299466098,-0.00854173935305408,-0.193758176829024,0.248043100864445
-0.429293912946247,0.0472961591530628,1.55768036132269,-0.0104503152666942,-0.678038997889283,-0.00376716164551963
0.383247302857688,0.279098526882799,0.801947209750801,0.272889938986561,0.713709670871732,-0.336042271695211
-0.156552959052349,0.210852762003844,-0.0487379258301446,-0.100289042902583,-0.244152529759694,-0.0244556570914128
-0.622701071567213,-0.0283785172270243,-0.092009770160488,0.0239578549397215,0.157823550295249,0.7365683094688
0.820751072158638,0.0220007787579755,0.137109858828225,0.250301556793274,1.25293854776859,0.326588866711112
0.21467137963121,0.124567398902239,0.241963599453596,0.071046195021838,0.445204590050245,-0.121444210697293
0.133594051681364,0.324319673641629,-0.0278894958044079,0.246368128072987,-0.253455214947621,0.371350915528873
-0.0191351312516099,0.0621852916496264,1.11210326750425,0.650521827916027,0.417868767949632,0.575883449785018
-0.19493225068514,-0.569983686871188,0.799781896271057,0.247864323933977,0.157812348220861,0.975077208243569
-0.259970924794288,0.0205710986155334,-0.145573486522921,-0.856756100726486,-0.101614244894578,-0.19406571693903
-0.085423641250184,0.280724800714577,0.659272057000527,0.228103888409693,0.229663090259462,-0.429648572769177
0.216592504136529,-0.377589577993689,0.317527051596297,0.60253021541236,0.600015538357388,-0.0496322038275638
-0.0488056940337935,0.164849894848844,-0.0477692106788047,-0.323701737713364,-0.480648143222945,0.0522464658418837
0.378663264688013,0.722845874499767,0.0178581183881713,-0.251630059489785,-0.0280739751068526,-0.189201765828682
0.0685966852415918,0.47878053421869,0.269657446165192,0.210317940974858,0.0823483281733499,-0.600243163257829
0.41352252572575,0.623494199606297,0.0356773248764215,-0.274805681349699,-0.334848547587166,-0.115464637638676
0.588833721732659,0.622188320450554,0.170942811784877,-0.507734868421511,-0.244984845713182,0.544136538514294
0.472539454053267,0.569474666697212,-1.0074227072286,0.362804234889517,0.234685566922896,-0.188828220264898
0.434215931924088,-0.473695455267184,0.493784822450811,0.396550675947821,0.285948654074085,0.421911168951498
0.0387054817823363,0.674086708679447,0.402360812460976,0.0878429980700443,0.518624240329994,0.122829074482026
-0.0459553205379622,-0.029778463564768,-0.039829344457816,-0.134788908293614,0.0775201511870309,0.194389035934662
0.741257183676842,0.109323344352656,0.0976680608236021,0.514987525695213,0.514976824860746,0.0279264099238771
0.375009491928649,0.455921862510016,0.389121821002213,0.119204705786695,0.245160845329217,0.107505850207818
0.0407880674901645,0.742609361539981,1.17877183285508,0.874597436201412,-0.279743288517637,0.44744231719321
0.0807602238876986,0.29430182851112,0.170694227757206,0.170611723505888,-0.176609993350133,-0.0292893059023638
0.0817155388436157,0.172046790387092,-0.0843658442932688,-0.0355636481680647,-0.0562269021866292,-0.195852685107059
0.129120873849122,0.594139728440737,-0.464830377766623,0.438216506476739,0.45071611927535,-0.456473703147185
0.17147479914911,-0.0157568131091042,0.355082802297945,0.455759494383244,0.0166961253603885,0.790273775175883
0.319647031415797,-0.0732921734348868,0.126669220354176,0.175542683518923,0.256054888527722,0.0858421458942138
0.36901359451247,0.86119186662372,-0.395768041974882,-0.484470704611611,-0.05169034809489,0.161592099023228
-0.221255728146722,0.15858073285385,-0.411740365650299,-0.512971299176737,0.451728902048875,0.653771955214282
-0.100006231425368,0.327955221120323,0.205618690249136,0.717905195389819,-0.0135018467211043,-0.152364046824221
